detuning_mhz,experimental_excited_probability,simulated_p_e_plus_p_f,experiment_minus_simulation
0.345,0.66,0.3786857105115451,0.28131428948845494
0.35,0.684,0.37932667018765454,0.3046733298123455
0.355,0.675,0.379967629863764,0.29503237013623607
0.36,0.651,0.38059610193019305,0.27040389806980697
0.365,0.649,0.381215208289362,0.267784791710638
0.37,0.674,0.3818343146485309,0.29216568535146914
0.375,0.676,0.3824534210076998,0.29354657899230024
0.38,0.66,0.383075851302976,0.27692414869702403
0.385,0.63,0.38370174403169727,0.24629825596830274
0.39,0.669,0.3843276367604186,0.28467236323958145
0.395,0.651,0.38495352948913986,0.26604647051086017
0.4,0.655,0.38556095884391506,0.26943904115608497
0.405,0.637,0.3861416163064685,0.25085838369353153
0.41,0.627,0.38672227376902185,0.24027772623097815
0.415,0.635,0.3873029312315752,0.2476970687684248
0.42,0.632,0.38787987846135463,0.24412012153864537
0.425,0.621,0.38844917333603773,0.23255082666396226
0.43,0.643,0.3890184682107208,0.25398153178927924
0.435,0.657,0.3895877630854038,0.2674122369145962
0.44,0.658,0.3901524966086369,0.26784750339136315
0.445,0.666,0.39070316596489896,0.2752968340351011
0.45,0.656,0.39125383532116104,0.264746164678839
0.455,0.671,0.3918045046774231,0.2791954953225769
0.46,0.664,0.39235057210760754,0.2716494278923925
0.465,0.675,0.3928730546666438,0.28212694533335625
0.47,0.656,0.39339553722568005,0.26260446277432
0.475,0.666,0.39391801978471636,0.2720819802152837
0.48,0.659,0.3944390840713496,0.26456091592865044
0.485,0.669,0.39494419279344933,0.2740558072065507
0.49,0.632,0.395449301515549,0.23655069848445098
0.495,0.681,0.39595441023764877,0.2850455897623513
0.5,0.657,0.39645951895974846,0.26054048104025157
